"city","date","year","month","day","dow","dow_name","day_summer","population","temp","hw_threshold","temp_above_hw_threshold","HW","O3_nohw_above25","O3","logO3_nohw_above25","logO3","logO3_base","HW_o3_increment_ppb","log_o3_ref","log_o3_sigma","true_mu","death"
"city",2011-06-01,2011,6,1,3,"Wed",1,10400000,22.3821711548601,31.6196056218104,0,0,0.0334475960070415,0.0334475960070415,-3.39777536324043,-3.39777536324043,-3.39777536324043,0,-3.39315364377426,1,135.196875753739,137
"city",2011-06-02,2011,6,2,4,"Thu",2,10400000,23.5868836678614,31.6196056218104,0,0,0.0360476752587784,0.0360476752587784,-3.32291290391088,-3.32291290391088,-3.32291290391088,0,-3.39315364377426,1,135.247491079181,144
"city",2011-06-03,2011,6,3,5,"Fri",3,10400000,23.9189776680417,31.6196056218104,0,0,0.0322085403184026,0.0322085403184026,-3.43552363431873,-3.43552363431873,-3.43552363431873,0,-3.39315364377426,1,133.826383406587,140
"city",2011-06-04,2011,6,4,6,"Sat",4,10400000,24.0870191004746,31.6196056218104,0,0,0.0337062912080497,0.0337062912080497,-3.39007077631543,-3.39007077631543,-3.39007077631543,0,-3.39315364377426,1,132.52490339889,134
"city",2011-06-05,2011,6,5,0,"Sun",5,10400000,24.1039336338682,31.6196056218104,0,0,0.0325281130852162,0.0325281130852162,-3.42565054555226,-3.42565054555226,-3.42565054555226,0,-3.39315364377426,1,132.501329468435,134
"city",2011-06-06,2011,6,6,1,"Mon",6,10400000,21.919399001907,31.6196056218104,0,0,0.0329189562799628,0.0329189562799628,-3.41370660841576,-3.41370660841576,-3.41370660841576,0,-3.39315364377426,1,136.544749871676,117
"city",2011-06-07,2011,6,7,2,"Tue",7,10400000,21.0808821703498,31.6196056218104,0,0,0.0374256141438943,0.0374256141438943,-3.28539993882059,-3.28539993882059,-3.28539993882059,0,-3.39315364377426,1,135.272861130428,120
"city",2011-06-08,2011,6,8,3,"Wed",8,10400000,18.2291325480358,31.6196056218104,0,0,0.0345477877642243,0.0345477877642243,-3.3654117607975,-3.3654117607975,-3.3654117607975,0,-3.39315364377426,1,135.218754813597,129
"city",2011-06-09,2011,6,9,4,"Thu",9,10400000,19.6546771533174,31.6196056218104,0,0,0.0322000146491127,0.0322000146491127,-3.43578837149049,-3.43578837149049,-3.43578837149049,0,-3.39315364377426,1,135.171181995792,141
"city",2011-06-10,2011,6,10,5,"Fri",10,10400000,17.6033727767605,31.6196056218104,0,0,0.0278682610098668,0.0278682610098668,-3.58026683592347,-3.58026683592347,-3.58026683592347,0,-3.39315364377426,1,133.729566148945,131
"city",2011-06-11,2011,6,11,6,"Sat",11,10400000,18.5093552347642,31.6196056218104,0,0,0.025596816936651,0.025596816936651,-3.66528727363935,-3.66528727363935,-3.66528727363935,0,-3.39315364377426,1,132.342663617525,124
"city",2011-06-12,2011,6,12,0,"Sun",12,10400000,21.9407138298819,31.6196056218104,0,0,0.0314936243111979,0.0314936243111979,-3.45797015645588,-3.45797015645588,-3.45797015645588,0,-3.39315364377426,1,132.479919241344,137
"city",2011-06-13,2011,6,13,1,"Mon",13,10400000,22.8592563136748,31.6196056218104,0,0,0.0314635853322947,0.0314635853322947,-3.45892442305546,-3.45892442305546,-3.45892442305546,0,-3.39315364377426,1,136.513882085294,149
"city",2011-06-14,2011,6,14,2,"Tue",14,10400000,22.4818732069257,31.6196056218104,0,0,0.0366183307611859,0.0366183307611859,-3.30720632348398,-3.30720632348398,-3.30720632348398,0,-3.39315364377426,1,135.258112874236,114
"city",2011-06-15,2011,6,15,3,"Wed",15,10400000,21.3622941407288,31.6196056218104,0,0,0.0355434383301606,0.0355434383301606,-3.3369997155733,-3.3369997155733,-3.3369997155733,0,-3.39315364377426,1,135.237965384978,140
"city",2011-06-16,2011,6,16,4,"Thu",16,10400000,19.9633039837531,31.6196056218104,0,0,0.0368239725734097,0.0368239725734097,-3.30160621726951,-3.30160621726951,-3.30160621726951,0,-3.39315364377426,1,135.261900226252,149
"city",2011-06-17,2011,6,17,5,"Fri",17,10400000,20.9620874973514,31.6196056218104,0,0,0.0336131082877733,0.0336131082877733,-3.39283916048067,-3.39283916048067,-3.39283916048067,0,-3.39315364377426,1,133.854947998447,143
"city",2011-06-18,2011,6,18,6,"Sat",18,10400000,21.9423447584241,31.6196056218104,0,0,0.0301399654336661,0.0301399654336661,-3.50190323264357,-3.50190323264357,-3.50190323264357,0,-3.39315364377426,1,132.450821185451,140
"city",2011-06-19,2011,6,19,0,"Sun",19,10400000,22.2073484450756,31.6196056218104,0,0,0.0285553394282653,0.0285553394282653,-3.55591134011175,-3.55591134011175,-3.55591134011175,0,-3.39315364377426,1,132.415058923375,121
"city",2011-06-20,2011,6,20,1,"Mon",20,10400000,21.7376187742582,31.6196056218104,0,0,0.0307718694045784,0.0307718694045784,-3.4811543373637,-3.4811543373637,-3.4811543373637,0,-3.39315364377426,1,136.498709469021,114
"city",2011-06-21,2011,6,21,2,"Tue",21,10400000,23.6618988883426,31.6196056218104,0,0,0.0277260103384505,0.0277260103384505,-3.58538430498676,-3.58538430498676,-3.58538430498676,0,-3.39315364377426,1,135.070114502957,136
"city",2011-06-22,2011,6,22,3,"Wed",22,10400000,22.3031724987158,31.6196056218104,0,0,0.0334243933778813,0.0334243933778813,-3.39846930491331,-3.39846930491331,-3.39846930491331,0,-3.39315364377426,1,135.196406660823,121
"city",2011-06-23,2011,6,23,4,"Thu",23,10400000,24.6104743748242,31.6196056218104,0,0,0.0281762131773959,0.0281762131773959,-3.5692771613357,-3.5692771613357,-3.5692771613357,0,-3.39315364377426,1,135.080992909687,153
"city",2011-06-24,2011,6,24,5,"Fri",24,10400000,24.7832576705472,31.6196056218104,0,0,0.0335972543895536,0.0335972543895536,-3.39331092994842,-3.39331092994842,-3.39331092994842,0,-3.39315364377426,1,133.854632255431,129
"city",2011-06-25,2011,6,25,6,"Sat",25,10400000,25.1075149026901,31.6196056218104,0,0,0.0306417799016525,0.0306417799016525,-3.48539084501195,-3.48539084501195,-3.48890578336922,0,-3.39315364377426,1,132.461757033395,133
"city",2011-06-26,2011,6,26,0,"Sun",26,10400000,24.181273626897,31.6196056218104,0,0,0.0339465639085331,0.0339465639085331,-3.38296764045203,-3.38296764045203,-3.38296764045203,0,-3.39315364377426,1,132.529610194443,109
"city",2011-06-27,2011,6,27,1,"Mon",27,10400000,24.9832328514547,31.6196056218104,0,0,0.0324170260997091,0.0324170260997091,-3.4290714973044,-3.4290714973044,-3.4290714973044,0,-3.39315364377426,1,136.534260300059,126
"city",2011-06-28,2011,6,28,2,"Tue",28,10400000,24.5431458628504,31.6196056218104,0,0,0.0346173722489845,0.0346173722489845,-3.36339963480158,-3.36339963480158,-3.36339963480158,0,-3.39315364377426,1,135.220115206298,146
"city",2011-06-29,2011,6,29,3,"Wed",29,10400000,21.0402767445972,31.6196056218104,0,0,0.0348206668630888,0.0348206668630888,-3.35754419309979,-3.35754419309979,-3.35754419309979,0,-3.39315364377426,1,135.224074131759,141
"city",2011-06-30,2011,6,30,4,"Thu",30,10400000,21.8370936391405,31.6196056218104,0,0,0.0331420395827239,0.0331420395827239,-3.40695272443803,-3.40695272443803,-3.40695272443803,0,-3.39315364377426,1,135.190672143265,115
"city",2011-07-01,2011,7,1,5,"Fri",31,10400000,23.9534089788159,31.6196056218104,0,0,0.0297210183836053,0.0297210183836053,-3.51590079378407,-3.51590079378407,-3.51590079378407,0,-3.39315364377426,1,135.117048384383,133
"city",2011-07-02,2011,7,2,6,"Sat",32,10400000,22.9803904559659,31.6196056218104,0,0,0.0292751711932208,0.0292751711932208,-3.53101552175386,-3.53101552175386,-3.53101552175386,0,-3.39315364377426,1,133.762501988493,131
"city",2011-07-03,2011,7,3,0,"Sun",33,10400000,24.4232365730219,31.6196056218104,0,0,0.0297196678016681,0.0297196678016681,-3.51594623679706,-3.51594623679706,-3.51594623679706,0,-3.39315364377426,1,133.772580894488,124
"city",2011-07-04,2011,7,4,1,"Mon",34,10400000,25.991940802402,31.6196056218104,0,0,0.0294691945059463,0.0294691945059463,-3.5244098152852,-3.5244098152852,-3.55864962603652,0,-3.39315364377426,1,137.840729248809,137
"city",2011-07-05,2011,7,5,2,"Tue",35,10400000,25.2142098624531,31.6196056218104,0,0,0.0266146491996186,0.0266146491996186,-3.6262934929959,-3.6262934929959,-3.63437462740904,0,-3.39315364377426,1,136.399688865598,129
"city",2011-07-06,2011,7,6,3,"Wed",36,10400000,26.024458900616,31.6196056218104,0,0,0.0323404036405646,0.0323404036405646,-3.4314379437557,-3.4314379437557,-3.46362789453285,0,-3.39315364377426,1,136.532644804537,141
"city",2011-07-07,2011,7,7,4,"Thu",37,10400000,25.4300661788978,31.6196056218104,0,0,0.0315780418649525,0.0315780418649525,-3.45529327762005,-3.45529327762005,-3.46900602186181,0,-3.39315364377426,1,136.516360616593,130
"city",2011-07-08,2011,7,8,5,"Fri",38,10400000,25.7847292341104,31.6196056218104,0,0,0.0336984590851506,0.0336984590851506,-3.39030316714546,-3.39030316714546,-3.41386538756456,0,-3.39315364377426,1,135.201926935933,133
"city",2011-07-09,2011,7,9,6,"Sat",39,10400000,26.3636303178754,31.6196056218104,0,0,0.0372979559122339,0.0372979559122339,-3.2888167551146,-3.2888167551146,-3.32606229561342,0,-3.39315364377426,1,133.924585674878,133
"city",2011-07-10,2011,7,10,0,"Sun",40,10400000,25.4350828916518,31.6196056218104,0,0,0.0360473871385421,0.0360473871385421,-3.32292089669781,-3.32292089669781,-3.33506407592603,0,-3.39315364377426,1,133.901750706694,145
"city",2011-07-11,2011,7,11,1,"Mon",41,10400000,28.2619690100705,31.6196056218104,0,0,0.0406686976912535,0.0406686976912535,-3.20229658093657,-3.20229658093657,-3.28590467948216,0,-3.39315364377426,1,138.062909734587,144
